Overall,Name,Nation,AKA
70,Matt Polster,United States,
70,Giacomo Poluzzi,Italy,
70,Octavian Popescu,Romania,
70,Lucas Possignolo,Brazil,
70,Postigo,Spain,
70,Nick Powell,England,
70,Tomás Pozzo,Argentina,
70,Lucas Pratto,Argentina,
70,Ángelo Preciado,Ecuador,
70,Adonis Preciado,Ecuador,
70,Gianluca Prestianni,Argentina,
70,Dirk Proper,Netherlands,
70,Cameron Puertas,Switzerland,
70,Ignacio Pussetto,Argentina,
70,Robin Quaison,Sweden,
70,Leonel Quiñonez,Ecuador,
70,Aldair Quintana,Colombia,
70,Alberto Quintero,Panama,
70,Risto Radunović,Montenegro,
70,Yanis Rahmani,France,
70,Benito,Spain,
70,Aaron Ramsey,England,
70,Rene Renner,Austria,
70,Leandro Requena,Argentina,
70,Paolo Reyna,Peru,
70,Bryan Reynolds,United States,
70,Ricardo Ryller,Brazil,
70,Andrés Ricaurte,Colombia,
70,Mikel Rico,Spain,
70,Emil Riis,Denmark,
70,Alexander Ring,Finland,
70,Juan David Ríos,Colombia,
70,Josh Risdon,Australia,
70,Marlon Ritter,Germany,
70,Williams Riveros,Paraguay,
70,Callum Robinson,Republic of Ireland,
70,Gerson Rodrigues,Luxembourg,
70,Léo Jabá,Brazil,
70,Carlos Rodríguez,Uruguay,
70,Diego Rodríguez,Uruguay,
70,Chema,Spain,
70,Andy,Spain,
70,Jony,Spain,
70,Alvaro Rodríguez,Spain,
70,Manuel Roffo,Argentina,
70,Iván Rojas,Colombia,
70,Santiago Rojas,Paraguay,
70,Enzo Roldán,Argentina,
70,Simone Romagnoli,Italy,
70,André Rømer,Denmark,
70,Farley,Brazil,
70,Keegan Rosenberry,United States,
70,Loreintz Rosier,France,
70,Bryan Rovira,Colombia,
70,Kye Rowles,Australia,
70,Waldo,Spain,
70,Pablo Ruiz,Argentina,
70,Sergio Ruiz,Spain,
70,Ramiro Ruiz Rodríguez,Argentina,
70,Patrick William,Brazil,
70,Marwane Saadane,Morocco,
70,Stefano Sabelli,Italy,
70,Abdelhamid Sabiri,Morocco,
70,Ismael Saibari,Morocco,
70,Maximiliano Salas,Argentina,
70,Saúl Salcedo,Paraguay,
70,Brian Salvareschi,Argentina,
70,Mamadou Samassa,Mali,
70,Fabián Sambueza,Argentina,
70,Sergi Samper,Spain,
70,Alfons Sampsted,Iceland,
70,Rubén Sánchez,Spain,
70,José Sand,Argentina,
70,Philippe Sandler,Netherlands,
70,James Sands,United States,
70,Roque Santa Cruz,Paraguay,
70,Danilo Santacruz,Paraguay,
70,Nathan,Brazil,
70,Tayyip Sanuç,Turkey,
70,Noah Joel Sarenren Bazee,Nigeria,
70,Amin Sarr,Sweden,
70,George Saville,Northern Ireland,
70,Daniel Schmidt,Japan,
70,Jan Schöppner,Germany,
70,Ignacio Schor,Argentina,
70,Alexander Schwolow,Germany,
70,Luis Segovia,Ecuador,
70,Ken Sema,Sweden,
70,Alfa Semedo,Guinea-Bissau,
70,Antoine Semenyo,Ghana,
70,Adrian Šemper,Croatia,
70,Seol Young Woo,Korea Republic,
70,Nico Serrano,Spain,
70,Kevin Sessa,Germany,
70,Michal Ševčík,Czech Republic,
70,Juan Sforza,Argentina,
70,Giuseppe Sibilli,Italy,
70,Vincent Sierro,Switzerland,
70,Tim Siersleben,Germany,
70,Romário Baró,Portugal,
70,Victor Braga,Brazil,
70,Igor Silva,Brazil,
70,Reis,Brazil,
70,Bressan,Brazil,
70,Doğukan Sinik,Turkey,
70,Tobias Sippel,Germany,
70,Hugo Siquet,Belgium,
70,Regan Slater,England,
70,Rafa Soares,Portugal,
70,Thibo Somers,Belgium,
70,Song Min Kyu,Korea Republic,
70,Joel Soñora,United States,
70,Christian Sørensen,Denmark,
70,Frederik Sørensen,Denmark,
70,Mario Soriano,Spain,
70,Alberto Soro,Spain,
70,Luca Sosa,Argentina,
70,Gonzalo Sosa,Argentina,
70,Alexis Soto,Argentina,
70,Leonai,Brazil,
70,Sem Steijn,Netherlands,
70,Leonidas Stergiou,Switzerland,
70,Enda Stevens,Republic of Ireland,
70,Leo Štulac,Slovenia,
70,Ivan Šunjić,Croatia,
70,Adrian Șut,Romania,
70,Abakar Sylla,Côte d'Ivoire,
70,Vicente Taborda,Argentina,
70,Benjamin Tahirović,Bosnia and Herzegovina,
70,Ismael Tajouri-Shradi,Libya,
70,Florin Tănase,Romania,
70,Rodri Tarín,Spain,
70,Ștefan Târnovanu,Romania,
70,Martín Távara,Peru,
70,Mahmut Tekdemir,Turkey,
70,Lino Tempelmann,Germany,
70,Arnau Tenas,Spain,
70,Robert Tesche,Germany,
70,Sorba Thomas,Wales,
70,Tiago Orobó,Brazil,
70,Timor,Spain,
70,Fernando Tobio,Argentina,
70,Boris Tomiak,Germany,
70,Pablo Torre,Spain,
70,Isaak Touré,France,
70,Mattéo Tramoni,France,
70,Enrique Triverio,Argentina,
70,Christos Tzolis,Greece,
70,Manfred Ugalde,Costa Rica,
70,Iké Ugbo,Canada,
70,Jacob Une-Larsson,Sweden,
70,Benjamin Uphoff,Germany,
70,Rodrigo Ureña,Chile,
70,Fernando Uribe,Colombia,
70,Moses Usor,Nigeria,
70,Albert Vallci,Austria,
70,Jules Van Cleemput,Belgium,
70,Thomas van den Belt,Netherlands,
70,Rick van Drongelen,Netherlands,
70,Stijn van Gassel,Netherlands,
70,Tom van Weert,Netherlands,
70,Charles Vanhoutte,Belgium,
70,Jordi Vanlerberghe,Belgium,
70,Barnabás Varga,Hungary,
70,Sebastian Vasiliadis,Greece,
70,Nikola Vasilj,Bosnia and Herzegovina,
70,Johan Vásquez,Mexico,
70,Cristian Vega,Argentina,
70,Gustavo Henrique,Brazil,
70,Gastón Verón,Argentina,
70,Paulinho,Brazil,
70,Joel Pereira,Portugal,
70,Oliver Villadsen,Denmark,
70,Carlos Villalba,Argentina,
70,Carlos Villanueva,Chile,
70,Alessandro Vogliacco,Italy,
70,Andreas Voglsammer,Germany,
70,Bart Vriends,Netherlands,
70,Giacomo Vrioni,Albania,
70,Hauke Wahl,Germany,
70,Sebastian Walukiewicz,Poland,
70,Tsuyoshi Watanabe,Japan,
70,Brice Wembangomo,Norway,
70,Scott Wharton,England,
70,Gustav Mendonca Wikheim,Norway,
70,Joe Williams,England,
70,Josh Windass,England,
70,Richard Windbichler,Austria,
70,Scott Wright,Scotland,
70,Paweł Wszołek,Poland,
70,Güven Yalçın,Turkey,
70,Kelvin Yeboah,Italy,
70,DeAndre Yedlin,United States,
70,Darlin Yongwa,Cameroon,
70,Gabriele Zappa,Italy,
70,Gyasi Zardes,United States,
70,Benedikt Zech,Austria,
70,Deyovaisio Zeefuik,Netherlands,
70,Jordan Zemura,Zimbabwe,
70,Zhang Yuning,China PR,
70,Zhou Dingyang,Chinese Taipei,
70,Luca Zidane,France,
70,Philipp Ziereis,Germany,
70,Nermin Zolotić,Bosnia and Herzegovina,
70,Juan Zuluaga,Colombia,
70,Yolanda Aguirre,Spain,
70,Arola Aparicio,Spain,
70,Olivia Athens,United States,
70,Lorena Azzaro,France,
70,Yewande Balogun,Nigeria,
70,Morgane Belkhiter,Algeria,
70,Inès Benyahia,France,
70,CJ Bott,New Zealand,
70,Emilie Bragstad,Norway,
70,Ryanne Brown,United States,
70,Mia Büchele,Germany,
70,Nayluisa Cáceres,Venezuela,
70,Klára Cahynová,Czech Republic,
70,Marley Canales,United States,
70,Estela Carbonell,Spain,
70,Marjorie Boilesen,Brazil,
70,Sydney Collins,Canada,
70,Caitlin Cosme,United States,
70,Cristina Cubedo,Spain,
70,Chardonnay Curran,United States,
70,Ana Carol,Brazil,
70,Laura Donhauser,Germany,
70,Sinead Farrelly,Republic of Ireland,
70,Kayla Fischer,United States,
70,Claudia Florentino,Spain,
70,Megan Foley,Scotland,
70,Magnaba Folquet,France,
70,Gemma Font,Spain,
70,Mairead Fulton,Scotland,
70,Parker Goins,United States,
70,Emily Gray,United States,
70,Meret Günster,Germany,
70,Sofia Hagman,Sweden,
70,Jenny Hipp,Germany,
70,Patrícia Hmírová,Slovakia,
70,Isabelle Hoekstra,Netherlands,
70,Haley Hopkins,United States,
70,Thaïs Hurni,Switzerland,
70,Jill Janssens,Belgium,
70,Ellie Jean,United States,
70,Samantha Jerabek,United States,
70,Laury Jésus,France,
70,Mathilde Kack,France,
70,Julia Kappenberger,Germany,
70,Frederike Kempe,Germany,
70,Sarah Klotz,Austria,
70,Inès Konan,Côte d'Ivoire,
70,Civana Kuhlmann,United States,
70,Brenna Lovera,United States,
70,Emily Madril,United States,
70,Julia Magerl,Austria,
70,Taylor Malham,United States,
70,Alyssa Malonson,United States,
70,Jessica Martínez,Paraguay,
70,Jessica May,Germany,
70,Paige Metayer,United States,
70,Christin Meyer,Germany,
70,Raquel Morcillo,Spain,
70,Noémie Mouchon,France,
70,Lisa Fjeldstad Naalsund,Norway,
70,Isabella Obaze,Denmark,
70,Irene Oguiza,Spain,
70,Kaitlyn Parcell,United States,
70,Amaia Peña,Spain,
70,Océane Picard,France,
70,Kiki Pickett,United States,
70,Elli Pikkujämsä,Finland,
70,Alice Pinguet,France,
70,Aldrith Quintero,Panama,
70,Gianna Rackow,Germany,
70,Emma Ramírez,Spain,
70,Marion Rey,Switzerland,
70,Anaïs Ribeyra,France,
70,Clau Blanco,Spain,
70,Jessy Danielle Roux,France,
70,Josefine Schaller,Germany,
70,Lara Schmidt,Germany,
70,Gabriela Šlajsová,Czech Republic,
70,Gema Soliveres,Spain,
70,Kattalin Stahl,Switzerland,
70,Dejana Stefanović,Serbia,
70,Riley Tanner,Panama,
70,Chloé Tapia,France,
70,Cameron Tucker,United States,
70,Amber Tysiak,Belgium,
70,Itxaso,Spain,
70,Dionne van der Wal,Netherlands,
70,Elba Vergés,Spain,
70,Denisa Veselá,Czech Republic,
70,Mary Alice Vignola,United States,
70,Sophie Weidauer,Germany,
70,Michelle Weiß,Germany,
70,Katja Wienerroither,Austria,
70,Olivia Wingate,United States,
70,Oliwia Woś,Poland,
70,Zaneta Wyne,United States,
69,Rayane Aabid,France,
69,Matthis Abline,France,
69,Peter Abrahamsson,Sweden,
69,Afonso Freitas,Portugal,
69,Jonás Acevedo,Argentina,
69,Boadu Maxwell Acosty,Ghana,
69,Sam Adekugbe,Canada,
69,David Affengruber,Austria,
69,Saad Agouzoul,Morocco,
69,Marc Aguado,Spain,
69,Martín,Spain,
69,Ahn Young Kyu,Korea Republic,
69,Youssef Aït Bennasser,Morocco,
69,Marley Aké,France,
69,Marvin,Spain,
69,Babajide David Akintola,Nigeria,
69,Chadrac Akolo,Congo DR,
69,Abdulelah Al Amri,Saudi Arabia,
69,Abdulrahman Al Obud,Saudi Arabia,
69,Mohammed Al Owais,Saudi Arabia,
69,Fernando Alarcón,Argentina,
69,Jostin Alarcón,Peru,
69,Diego Alende,Spain,
69,Faride Alidou,Germany,
69,Nabil Alioui,France,
69,Joe Allen,Wales,
69,Júnior Urso,Brazil,
69,Zlatan Alomerović,Serbia,
69,Skelly Alvero,France,
69,Lisandro Alzugaray,Argentina,
69,Nicolas,Brazil,
69,Komnen Andrić,Serbia,
69,Andújar,Spain,
69,Iván Angulo,Colombia,
69,Bryan Angulo,Ecuador,
69,Taylan Antalyalı,Turkey,
69,Mirko Antonucci,Italy,
69,César Araújo,Uruguay,
69,Héber,Brazil,
69,Scott Arfield,Canada,
69,Junior Arias,Uruguay,
69,Blas Armoa,Paraguay,
69,Toluwalase Arokodare,Nigeria,
69,Arribas,Spain,
69,Anderson Arroyo,Colombia,
69,Dixon Arroyo,Ecuador,
69,Hakan Arslan,Turkey,
69,Carlos Ascues,Peru,
69,Gjermund Åsen,Norway,
69,Lorenz Assignon,France,
69,Edson Aubert,Peru,
69,Jonas Auer,Austria,
69,Cédric Avinel,France,
69,Finn Azaz,Republic of Ireland,
69,Iván Azón,Spain,
69,Renzo Bacchia,Uruguay,
69,Janik Bachmann,Germany,
69,Tomás Badaloni,Argentina,
69,Jaime Baez,Uruguay,
69,Jonas Bager,Denmark,
69,Hattan Bahebri,Saudi Arabia,
69,Dilane Bakwa,France,
69,Thierno Baldé,France,
69,Carlos Baleba,Cameroon,
69,Jure Balkovec,Slovenia,
69,Abdoulaye Bamba,Côte d'Ivoire,
69,Yacine Bammou,Morocco,
69,Nicușor Bancu,Romania,
69,Beni Baningime,Congo DR,
69,Rayyan Baniya,Turkey,
69,Baltasar Barcia,Uruguay,
69,Antonio Bareiro,Paraguay,
69,Bruno Barticciotto,Chile,
69,Cole Bassett,United States,
69,Nick Bätzner,Germany,
69,Jonathan Bauman,Argentina,
69,Juan Bauza,Argentina,
69,Nathan Baxter,England,
69,Cyrille Bayala,Burkina Faso,
69,Timo Becker,Germany,
69,Diego Bejarano,Bolivia,
69,Jérémie Bela,Angola,
69,Jeanuël Belocian,France,
69,Mortadha Ben Ouanes,Tunisia,
69,Jonathan Benítez,Argentina,
69,Loris Benito,Switzerland,
69,Rubén Bentancourt,Uruguay,
69,Adrián Bernabé,Spain,
69,Alexandro Bernabei,Argentina,
69,Maxime Bernauer,France,
69,Antoine Bernede,France,
69,Léider Berrío,Colombia,
69,Jason Berthomier,France,
69,Max Besuschkow,Germany,
69,Gonzalo Bettini,Argentina,
69,Luis Binks,England,
69,Mickaël Biron,France,
69,Henrik Bjørdal,Norway,
69,Miha Blažič,Slovenia,
69,Herbert Bockhorn,Uganda,
69,Luciano Boggio,Uruguay,
69,Bruno Gaspar,Angola,
69,Quentin Boisgard,France,
69,Facundo Boné,Uruguay,
69,Taylor Booth,United States,
69,Julian Börner,Germany,
69,Jordan Bos,Australia,
69,Endre Botka,Hungary,
69,Mattia Bottani,Switzerland,
69,Badredine Bouanani,Algeria,
69,Agustín Bouzat,Argentina,
69,Josh Bowler,England,
69,Michael Boxall,New Zealand,
69,Liam Boyce,Northern Ireland,
69,Tyler Boyd,United States,
69,Flavien-Enzo Boyomo,Cameroon,
69,Quentin Braat,France,
69,Conor Bradley,Northern Ireland,
69,João Moutinho,Portugal,
69,Cameron Brannagan,England,
69,Matthias Braunöder,Austria,
69,Néstor Breitenbruch,Argentina,
69,David Brekalo,Slovenia,
69,Abel Bretones,Spain,
69,Jake Brimmer,Australia,
69,Miguel Brizuela,Argentina,
69,Nathan Broadhead,Wales,
69,Jacob Brown,Scotland,
69,Massimo Bruno,Belgium,
69,Marcel Büchel,Liechtenstein,
69,Dave Bulthuis,Netherlands,
69,Facundo Buonanotte,Argentina,
69,Delano Burgzorg,Netherlands,
69,Oliver Burke,Scotland,
69,Wes Burns,Wales,
69,Jack Byrne,Republic of Ireland,
69,Nelson Cabanillas,Peru,
69,Rodrigo Cabral,Argentina,
69,Alejandro Cabrera,Argentina,
69,Víctor Cabrera,Argentina,
69,Luis Adrián Caicedo,Ecuador,
69,Arturo Calabresi,Italy,
69,Iván Calero,Spain,
69,Fabrizio Caligara,Italy,
69,Rudy Camacho,France,
69,Ibrahima Camará,Guinea,
69,Facundo Cambeses,Argentina,
69,Allan Campbell,Scotland,
69,Gastón Campi,Argentina,
69,Ángelo Campos,Peru,
69,José Canale,Paraguay,
69,Antonio Candela,Italy,
69,Luis Cangá,Ecuador,
69,Thomas Cannon,Republic of Ireland,
69,Russell Canouse,United States,
69,Cantero,Spain,
69,Gustavo Canto,Argentina,
69,Elio Capradossi,Italy,
69,Bryan Carabalí,Ecuador,
69,Danilo Carando,Argentina,
69,Michael Carcelén,Ecuador,
69,Felippe Cardoso,Brazil,
69,Agustín Cardozo,Argentina,
69,Thiago Cardozo,Uruguay,
69,Luis Cardozo,Paraguay,
69,Ángel Cardozo Lucena,Paraguay,
69,Carmona,Spain,
69,Ronie Carrillo,Ecuador,
69,Wilder Cartagena,Peru,
69,Hayden Carter,England,
69,Tiago Casasola,Argentina,
69,Daniele Casiraghi,Italy,
69,Dário Essugo,Portugal,
69,Nicolás Castro,Argentina,
69,Cristian Castro Devenish,Colombia,
69,Juan Ignacio Cavallaro,Argentina,
69,Jason Ceka,Germany,
69,Žan Celar,Slovenia,
69,Ricardo Centurión,Argentina,
69,Alberto Cerri,Italy,
69,Ezequiel Cerutti,Argentina,
69,Mehdi Chahiri,France,
69,Giorgi Chakvetadze,Georgia,
69,Juan Camilo Chaverra,Colombia,
69,Nanu,Guinea-Bissau,
69,Jacob Christensen,Denmark,
69,Diego Churín,Argentina,
69,Darko Churlinov,North Macedonia,
69,Yanis Cimignani,France,
69,Daniel Ciofani,Italy,
69,Seydouba Cisse,Guinea,
69,Eldar Ćivić,Bosnia and Herzegovina,
69,Jake Clarke-Salter,England,
69,Valentin Cojocaru,Romania,
69,Jack Colback,England,
69,David Čolina,Croatia,
69,Jamilu Collins,Nigeria,
69,Arnau Comas,Spain,
69,Andrea Compagno,Italy,
69,Nélson da Luz,Angola,
69,Amara Condé,Germany,
69,Tomás Conechny,Argentina,
69,Luca Connell,Republic of Ireland,
69,Aaron Connolly,Republic of Ireland,
69,Harry Cornick,England,
69,Gabriel Cortez,Ecuador,
69,Pedro Álvaro,Portugal,
69,Gaëtan Coucke,Belgium,
69,Domen Črnigoj,Slovenia,
69,Marco Curto,Italy,
69,Olivier Custodio,Switzerland,
69,Tommaso D'Orazio,Italy,
69,Bradley Dack,England,
69,Filip Dagerstål,Sweden,
69,Aymen Dahmen,Tunisia,
69,Thomas Dähne,Germany,
69,Jesper Daland,Norway,
69,Amadou Dante,Mali,
69,Pál Dárdai,Hungary,
69,Achraf Dari,Morocco,
69,Jay Dasilva,England,
69,Jonas David,Germany,
69,Jonathan de Guzmán,Netherlands,
69,Arthur,Brazil,
69,Mees de Wit,Netherlands,
69,Alessandro Deiola,Italy,
69,Enrico Delprato,Italy,
69,Yusuf Demir,Austria,
69,Deng Hanwen,China PR,
69,Kévin Denkey,Togo,
69,Laurent Depoitre,Belgium,
69,Grady Diangana,England,
69,Juan Ignacio Díaz,Argentina,
69,Gabriel Díaz Núñez,Argentina,
69,Dennis Diekmeier,Germany,
69,Mitchell Dijks,Netherlands,
69,Anfernee Dijksteel,Suriname,
69,Loïs Diony,France,
69,Alex Dobre,Romania,
69,Damjan Đoković,Croatia,
69,Hugo Gomes,Brazil,
69,Fabricio Domínguez,Uruguay,
69,Carlos Domínguez,Spain,
69,Alejandro Donatti,Argentina,
69,Varela,Cape Verde Islands,
69,Tommy Doyle,England,
69,Vetle Dragsnes,Norway,
69,Ferdy Druijf,Netherlands,
69,Alejandro Duarte,Peru,
69,Bruno Duarte,Brazil,
69,Jhon Duque,Colombia,
69,Uroš Đurđević,Montenegro,
69,Josh Eccles,England,
69,Malcom Edjouma,Morocco,
69,Victor Edvardsen,Sweden,
69,Georgios Efrem,Cyprus,
69,Khalid Eissa,United Arab Emirates,
69,Ovie Ejaria,England,
69,Marvin Ekpiteta,England,
69,Caleb Ekuban,Ghana,
69,Mo El Hankouri,Morocco,
69,Mounaïm El Idrissy,France,
69,Daniel Elfadli,Libya,
69,Edgar Elizalde,Uruguay,
69,Mahir Emreli,Azerbaijan,
69,Eom Ji Sung,Korea Republic,
69,Yusuf Erdoğan,Turkey,
69,Patrick Erras,Germany,
69,Anderson Esiti,Nigeria,
69,Dani Tasende,Spain,
69,Carlos Esparragoza,Colombia,
69,Sebastiano Esposito,Italy,
69,Gonçalo Esteves,Portugal,
69,Nahuel Estévez,Argentina,
69,Marcelo Estigarribia,Paraguay,
69,Marcelo Estigarribia,Argentina,
69,Giovanni Fabbian,Italy,
69,Noah Fadiga,Senegal,
69,Mamadou Fall,Senegal,
69,Andrew Farrell,United States,
69,Abdul Fatawu Issahaku,Ghana,
69,Andrea Favilli,Italy,
69,Aleix Febas,Spain,
69,Joan Femenías,Spain,
69,Joca,Portugal,
69,Clayton,Brazil,
69,Sebastián Fernández,Uruguay,
69,Ronnie Fernández,Chile,
69,Alex Ferrari,Italy,
69,Cristian Ferreira,Argentina,
69,Carlos Eduardo,Brazil,
69,David Ferreiro,Spain,
69,Cristopher Fiermarin,Uruguay,
69,Alfreð Finnbogason,Iceland,
69,Hampus Finndell,Sweden,
69,Luca Fiordilino,Italy,
69,Ryan Flamingo,Netherlands,
69,Florian Flick,Germany,
69,José Florentín,Paraguay,
69,Yahia Fofana,France,
69,José Fontán,Spain,
69,Lyle Foster,South Africa,
69,Morgan Fox,Wales,
69,Marcel Franke,Germany,
69,Jérémy Frick,Switzerland,
69,Lukas Fröde,Germany,
69,Martin Frýdek,Czech Republic,
69,Leonel Galeano,Argentina,
69,Jonathan Galván,Argentina,
69,Mateo Gamarra,Paraguay,
69,Gao Zhunyi,China PR,
69,Carlos Garcés,Ecuador,
69,Matías García,Argentina,
69,Saúl,Spain,
69,Víctor García,Spain,
69,Juan Carlos Gauto,Argentina,
69,Dwight Gayle,England,
69,Johannes Geis,Germany,
69,Paolo Ghiglione,Italy,
69,Ben Gibson,England,
69,Macaulay Gillesphey,England,
69,Álvaro Giménez,Spain,
69,Nicholas Gioacchini,United States,
69,Klaus Gjasula,Albania,
69,Justen Glad,United States,
69,Glauder,Spain,
69,Ettore Gliozzi,Italy,
69,Matt Godden,England,
69,Mauro Goicoechea,Uruguay,
69,Amer Gojak,Bosnia and Herzegovina,
69,Vítor Gomes,Portugal,
69,Iván Gómez,Argentina,
69,Dani Gómez,Spain,
69,Josué Sá,Portugal,
69,Lucas González,Argentina,
69,Sebastián González,Ecuador,
69,Alexander González,Venezuela,
69,Diego González,Argentina,
69,Rubén Alves,Spain,
69,Rober,Spain,
69,Fabio González,Spain,
69,Curtis Good,Australia,
69,Yeison Gordillo,Colombia,
69,Constantin Grameni,Romania,
69,Samuel Grandsir,France,
69,Adrian Grbić,Austria,
69,Julian Green,United States,
69,Sam Greenwood,England,
69,Ján Greguš,Slovakia,
69,Sebastian Griesbeck,Germany,
69,Lennart Grill,Germany,
69,Joao Grimaldo,Peru,
69,Jeppe Grønning,Denmark,
69,Christian Groß,Germany,
69,Gabriel Gudiño,Argentina,
69,Lamine Gueye,Senegal,
69,Baptiste Guillaume,Belgium,
69,Jérémy Guillemenot,Switzerland,
69,Régis Gurtner,France,
69,Rodrigo Guth,Brazil,
69,Christian Gytkjær,Denmark,
69,Gabriel Hachen,Argentina,
69,Oussama Haddadi,Tunisia,
69,Teenage Hadebe,Zimbabwe,
69,Jaouen Hadjam,Algeria,
69,Rafael Haller,Uruguay,
69,Johannes Handl,Austria,
69,Tim Handwerker,Germany,
69,Florent Hanin,France,
69,Benjamin Hansen,Denmark,
69,Kristoffer Lund Hansen,United States,
69,Daiki Hashioka,Japan,
69,Philip Heise,Germany,
69,Eduardo Henrique,Brazil,
69,Diego Herazo,Colombia,
69,Leonardo Heredia,Argentina,
69,Jonathan Heris,Belgium,
69,Lucas Hernández,Uruguay,
69,Jannis Heuer,Germany,
69,Marcel Hoffmeier,Germany,
69,Benedict Hollerbach,Germany,
69,Justin Hoogma,Netherlands,
69,Fraser Hornby,Scotland,
69,Conor Hourihane,Republic of Ireland,
69,Robin Hranáč,Czech Republic,
69,Florian Hübner,Germany,
69,Jan Hurtado,Venezuela,
69,Denis Huseinbašić,Germany,
69,Bilal Hussein,Sweden,
69,Antony Iannarilli,Italy,
69,Danylo Ignatenko,Ukraine,
69,Michael Ihiekwe,England,
69,Marko Ilić,Serbia,
69,Stanislav Iljutcenko,Russia,
69,Nikolas Ioannou,Cyprus,
69,Andy Irving,Scotland,
69,Thomas Isherwood,Sweden,
69,Eugenio Isnaldo,Argentina,
69,Aljaž Ivačič,Slovenia,
69,Robert Ivanov,Finland,
69,Emmanuel Iyoha,Germany,
69,Ahmed Jahouh,Morocco,
69,Matty James,England,
69,Saidy Janko,Gambia,
69,Oscar Jansson,Sweden,
69,Mohanad Jeahze,Iraq,
69,Marko Jevtović,Serbia,
69,Leandrinho,Brazil,
69,Kamil Jóźwiak,Poland,
69,Sebastian Jung,Germany,
69,Jung Woo Young,Korea Republic,
69,Issa Kallon,Sierra Leone,
69,Wilfried Kanga,Côte d'Ivoire,
69,Evans Kangwa,Zambia,
69,Ousmane Kanté,Guinea,
69,Bartosz Kapustka,Poland,
69,Neraysho Kasanwirjo,Netherlands,
69,Grigoris Kastanos,Cyprus,
69,Florian Kastenmeier,Germany,
69,Elhan Kastrati,Albania,
69,Nikola Katić,Croatia,
69,Noah Katterbach,Germany,
69,Mark-Anthony Kaye,Canada,
69,Ibrahima Kébé,Mali,
69,Oluwatosin Kehinde,Nigeria,
69,Jason Kerr,Scotland,
69,Kim Min Woo,Korea Republic,
69,Kim Oh Gyu,Korea Republic,
69,Kim Young Bin,Korea Republic,
69,Gadi Kinda,Israel,
69,Christian Kinsombi,Germany,
69,Cédric Kipré,Côte d'Ivoire,
69,Kai Klefisch,Germany,
69,Jason Knight,Republic of Ireland,
69,Mats Knoester,Netherlands,
69,Christoph Kobald,Austria,
69,Ransford-Yeboah Königsdörffer,Ghana,
69,Yevhen Konoplyanka,Ukraine,
69,Björn Kopplin,Germany,
69,Georgi Kostadinov,Bulgaria,
69,Efthymios Koulouris,Greece,
69,Adnan Kovačević,Bosnia and Herzegovina,
69,Kevin Kraus,Germany,
69,Bas Kuipers,Netherlands,
69,Patryk Kun,Poland,
69,Edvin Kurtulus,Sweden,
69,Dereck Kutesa,Switzerland,
69,Berkan Kutlu,Turkey,
69,Moritz-Broni Kwarteng,Germany,
69,Enock Kwateng,France,
69,Mathías Laborda,Uruguay,
69,Yasser Larouci,France,
69,Lars Olden Larsen,Norway,
69,Bryan Lasme,France,
69,Paul Lasne,France,
69,Latasa,Spain,
69,Emmanuel Latte Lath,Côte d'Ivoire,
69,Danny Latza,Germany,
69,Tobias Lauritsen,Norway,
69,Nikolai Laursen,Denmark,
69,Dimitri Lavalée,Belgium,
69,James Lawrence,Wales,
69,Théo Le Bris,France,
69,Randall Leal,Costa Rica,
69,Nicola Leali,Italy,
69,Marcos Ledesma,Argentina,
69,Lee Myung Joo,Korea Republic,
69,Lee Dong Kyeong,Korea Republic,
69,Lee Ki Je,Korea Republic,
69,Jordan Lefort,France,
69,Alan Lescano,Argentina,
69,Maxime Leverbe,France,
69,Dylan Levitt,Wales,
69,Bruno Leyes,Argentina,
69,Li Lei,China PR,
69,Mansur,Brazil,
69,Dimitris Limnios,Greece,
69,Liam Lindsay,Scotland,
69,Liu Dianzuo,China PR,
69,Jake Livermore,England,
69,Marin Ljubičić,Croatia,
69,Sebastian Lletget,United States,
69,Victor Lobry,France,
69,Luka Lochoshvili,Georgia,
69,Daniel Londoño,Colombia,
69,Kevin Long,Republic of Ireland,
69,Julián López,Argentina,
69,Javi López,Spain,
69,Álex López,Spain,
69,Joseph Lopy,Senegal,
69,Iker Losada,Spain,
69,Loureiro,Spain,
69,Raúl Alberto Lozano,Argentina,
69,Sergio Lozano,Spain,
69,Ivan Lučić,Austria,
69,Felix Luckeneder,Austria,
69,Mauro Luna Diale,Argentina,
69,Lucas Lund,Denmark,
69,Youssouf M'Changama,Comoros,
69,Awer Mabil,Australia,
69,Tomás Ribeiro,Portugal,
